;seq_name;V1;V2;center_seq_name;eukref_env_biome;eukref_geo_loc_name;eukref_notes;gb_isolation_source;pr2_ocean;gb_lat_lon;pr2_ecosystem;pr2_habitat;gb_publication
800;GU823060_1_1076_U_Labyrinthulomycetes_LAB14_X_sp;H;437;GU822961_1_1400_U_Labyrinthulomycetes_LAB14_X_sp;micro-oxic, marine, water;Caribbean Sea, Cariaco Basin;micro-oxic water column sample;micro-oxic water column sample, Cariaco Basin, Caribbean Sea;Atlantic Ocean;NA;oceanic;water;Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness
801;GU823062_1_1248_U_Amphitraemidae_LAB20_sp;H;407;GU823043_1_1439_U_Amphitraemidae_LAB20_sp;NA;NA;NA;micro-oxic water column sample, Cariaco Basin, Caribbean Sea;Atlantic Ocean;NA;oceanic;water;Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness
802;GU823065_1_1248_U_Amphitraemidae_LAB20_sp;H;407;GU823043_1_1439_U_Amphitraemidae_LAB20_sp;NA;NA;NA;micro-oxic water column sample, Cariaco Basin, Caribbean Sea;Atlantic Ocean;NA;oceanic;water;Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness
803;GU823099_1_1396_U_Labyrinthulomycetes_LAB15_X_sp;S;442;GU823099_1_1396_U_Labyrinthulomycetes_LAB15_X_sp;NA;NA;NA;micro-oxic water column sample, Cariaco Basin, Caribbean Sea;Atlantic Ocean;NA;oceanic;water;Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness
804;GU823102_1_1063_U_Labyrinthulomycetes_LAB15_X_sp;S;623;GU823102_1_1063_U_Labyrinthulomycetes_LAB15_X_sp;NA;NA;NA;oxygenated water column sample, Cariaco Basin, Caribbean Sea;Atlantic Ocean;NA;oceanic;water;Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness
805;GU823106_1_1077_U_Labyrinthulomycetes_LAB14_X_sp;H;617;GU823529_1_1078_U_Labyrinthulomycetes_LAB14_X_sp;anoxic, marine, water;Caribbean Sea, Cariaco Basin;anoxic water column sample;anoxic water column sample, Cariaco Basin, Caribbean Sea;Atlantic Ocean;NA;oceanic;water;Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness
806;GU823135_1_1405_U_Labyrinthulomycetes_LAB8_sp;S;429;GU823135_1_1405_U_Labyrinthulomycetes_LAB8_sp;NA;NA;NA;anoxic water column sample, Cariaco Basin, Caribbean Sea;Atlantic Ocean;NA;oceanic;water;Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness
807;GU823147_1_1113_U_Amphitraemidae_LAB20_sp;H;407;GU823043_1_1439_U_Amphitraemidae_LAB20_sp;NA;NA;NA;anoxic water column sample, Cariaco Basin, Caribbean Sea;Atlantic Ocean;NA;oceanic;water;Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness
808;GU823157_1_1078_U_Aplanochytrium_sp;S;615;GU823157_1_1078_U_Aplanochytrium_sp;NA;NA;NA;micro-oxic water column sample, Cariaco Basin, Caribbean Sea;Atlantic Ocean;NA;oceanic;water;Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness
809;GU823167_1_1219_U_Labyrinthulomycetes_LAB16_X_sp;S;562;GU823167_1_1219_U_Labyrinthulomycetes_LAB16_X_sp;micro-oxic, marine, water;Caribbean Sea, Cariaco Basin;micro-oxic water column sample;micro-oxic water column sample, Cariaco Basin, Caribbean Sea;Atlantic Ocean;NA;oceanic;water;Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness
810;GU823173_1_1249_U_Amphitraemidae_LAB20_sp;H;407;GU823043_1_1439_U_Amphitraemidae_LAB20_sp;NA;NA;NA;anoxic water column sample, Cariaco Basin, Caribbean Sea;Atlantic Ocean;NA;oceanic;water;Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness
811;GU823179_1_1075_U_Labyrinthulomycetes_LAB15_X_sp;S;620;GU823179_1_1075_U_Labyrinthulomycetes_LAB15_X_sp;NA;NA;NA;oxygenated water column sample, Cariaco Basin, Caribbean Sea;Atlantic Ocean;NA;oceanic;water;Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness
812;GU823183_1_1405_U_Labyrinthulomycetes_LAB8_sp;H;429;GU823135_1_1405_U_Labyrinthulomycetes_LAB8_sp;NA;NA;NA;oxygenated water column sample, Cariaco Basin, Caribbean Sea;Atlantic Ocean;NA;oceanic;water;Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness
813;GU823187_1_1075_U_Labyrinthulomycetes_LAB15_X_sp;H;24;KJ757176_1_1814_U_Labyrinthulomycetes_LAB15_X_sp;NA;NA;NA;anoxic water column sample, Cariaco Basin, Caribbean Sea;Atlantic Ocean;NA;oceanic;water;Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness
814;GU823191_1_1075_U_Labyrinthulomycetes_LAB15_X_sp;S;621;GU823191_1_1075_U_Labyrinthulomycetes_LAB15_X_sp;NA;NA;NA;oxygenated water column sample, Cariaco Basin, Caribbean Sea;Atlantic Ocean;NA;oceanic;water;Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness
815;GU823192_1_1207_U_Labyrinthulomycetes_LAB14_X_sp;H;437;GU822961_1_1400_U_Labyrinthulomycetes_LAB14_X_sp;marine, water;Caribbean Sea, Cariaco Basin;oxygenated water column sample;oxygenated water column sample, Cariaco Basin, Caribbean Sea;Atlantic Ocean;NA;oceanic;water;Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness
816;GU823236_1_1403_U_Labyrinthulomycetes_LAB4_X_sp;S;434;GU823236_1_1403_U_Labyrinthulomycetes_LAB4_X_sp;NA;NA;NA;micro-oxic water column sample, Cariaco Basin, Caribbean Sea;Atlantic Ocean;NA;oceanic;water;Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness
817;GU823246_1_1075_U_Labyrinthulomycetes_LAB15_X_sp;H;620;GU823179_1_1075_U_Labyrinthulomycetes_LAB15_X_sp;NA;NA;NA;oxygenated water column sample, Cariaco Basin, Caribbean Sea;Atlantic Ocean;NA;oceanic;water;Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness
818;GU823253_1_1080_U_Labyrinthulomycetes_LAB8_sp;H;429;GU823135_1_1405_U_Labyrinthulomycetes_LAB8_sp;NA;NA;NA;oxygenated water column sample, Cariaco Basin, Caribbean Sea;Atlantic Ocean;NA;oceanic;water;Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness
819;GU823258_1_1248_U_Amphitraemidae_LAB20_sp;H;407;GU823043_1_1439_U_Amphitraemidae_LAB20_sp;NA;NA;NA;micro-oxic water column sample, Cariaco Basin, Caribbean Sea;Atlantic Ocean;NA;oceanic;water;Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness
820;GU823297_1_1258_U_Labyrinthulomycetes_LAB1_sp;H;523;asv_393_25964_Labyrinthulomycetes_LAB1_sp_16;NA;NA;NA;micro-oxic water column sample, Cariaco Basin, Caribbean Sea;Atlantic Ocean;NA;oceanic;water;Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness
821;GU823367_1_1214_U_Labyrinthulomycetes_LAB8_sp;H;429;GU823135_1_1405_U_Labyrinthulomycetes_LAB8_sp;NA;NA;NA;micro-oxic water column sample, Cariaco Basin, Caribbean Sea;Atlantic Ocean;NA;oceanic;water;Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness
822;GU823413_1_1214_U_Labyrinthulomycetes_LAB8_sp;H;429;GU823135_1_1405_U_Labyrinthulomycetes_LAB8_sp;NA;NA;NA;oxygenated water column sample, Cariaco Basin, Caribbean Sea;Atlantic Ocean;NA;oceanic;water;Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness
823;GU823427_1_1211_U_Labyrinthulomycetes_LAB16_X_sp;H;575;GU823444_1_1212_U_Labyrinthulomycetes_LAB16_X_sp;anoxic, marine, water;Caribbean Sea, Cariaco Basin;anoxic water column sample;anoxic water column sample, Cariaco Basin, Caribbean Sea;Atlantic Ocean;NA;oceanic;water;Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness
824;GU823444_1_1212_U_Labyrinthulomycetes_LAB16_X_sp;S;575;GU823444_1_1212_U_Labyrinthulomycetes_LAB16_X_sp;marine, water;Caribbean Sea, Cariaco Basin;oxygenated water column sample;oxygenated water column sample, Cariaco Basin, Caribbean Sea;Atlantic Ocean;NA;oceanic;water;Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness
825;GU823482_1_1248_U_Amphitraemidae_LAB20_sp;H;407;GU823043_1_1439_U_Amphitraemidae_LAB20_sp;NA;NA;NA;anoxic water column sample, Cariaco Basin, Caribbean Sea;Atlantic Ocean;NA;oceanic;water;Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness
826;GU823496_1_1209_U_Labyrinthulomycetes_LAB14_X_sp;H;437;GU822961_1_1400_U_Labyrinthulomycetes_LAB14_X_sp;micro-oxic, marine, water;Caribbean Sea, Cariaco Basin;micro-oxic water column sample;micro-oxic water column sample, Cariaco Basin, Caribbean Sea;Atlantic Ocean;NA;oceanic;water;Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness
827;GU823526_1_1078_U_Labyrinthulomycetes_LAB14_X_sp;S;616;GU823526_1_1078_U_Labyrinthulomycetes_LAB14_X_sp;micro-oxic, marine, water;Caribbean Sea, Cariaco Basin;micro-oxic water column sample;micro-oxic water column sample, Cariaco Basin, Caribbean Sea;Atlantic Ocean;NA;oceanic;water;Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness
828;GU823529_1_1078_U_Labyrinthulomycetes_LAB14_X_sp;S;617;GU823529_1_1078_U_Labyrinthulomycetes_LAB14_X_sp;anoxic, marine, water;Caribbean Sea, Cariaco Basin;anoxic water column sample;anoxic water column sample, Cariaco Basin, Caribbean Sea;Atlantic Ocean;NA;oceanic;water;Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness
829;GU823563_1_1248_U_Amphitraemidae_LAB20_sp;H;407;GU823043_1_1439_U_Amphitraemidae_LAB20_sp;NA;NA;NA;micro-oxic water column sample, Cariaco Basin, Caribbean Sea;Atlantic Ocean;NA;oceanic;water;Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness
830;GU823565_1_1209_U_Aplanochytrium_sp;H;420;DQ103811_1_1420_U_Aplanochytrium_sp;NA;NA;NA;oxygenated water column sample, Cariaco Basin, Caribbean Sea;Atlantic Ocean;NA;oceanic;water;Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness
831;GU823593_1_1207_U_Labyrinthulomycetes_LAB15_X_sp;S;582;GU823593_1_1207_U_Labyrinthulomycetes_LAB15_X_sp;NA;NA;NA;oxygenated water column sample, Cariaco Basin, Caribbean Sea;Atlantic Ocean;NA;oceanic;water;Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness
832;GU823597_1_1093_U_Labyrinthulomycetes_LAB6_sp;H;537;asv_393_19751_Labyrinthulomycetes_LAB6_sp_12;NA;NA;NA;micro-oxic water column sample, Cariaco Basin, Caribbean Sea;Atlantic Ocean;NA;oceanic;water;Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness
833;GU823611_1_1248_U_Amphitraemidae_LAB20_sp;H;407;GU823043_1_1439_U_Amphitraemidae_LAB20_sp;NA;NA;NA;micro-oxic water column sample, Cariaco Basin, Caribbean Sea;Atlantic Ocean;NA;oceanic;water;Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness
834;GU823643_1_1079_U_Labyrinthulomycetes_LAB16_X_sp;H;575;GU823444_1_1212_U_Labyrinthulomycetes_LAB16_X_sp;anoxic, marine, water;Caribbean Sea, Cariaco Basin;anoxic water column sample;anoxic water column sample, Cariaco Basin, Caribbean Sea;Atlantic Ocean;NA;oceanic;water;Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness
835;GU823647_1_1209_U_Labyrinthulomycetes_LAB14_X_sp;H;437;GU822961_1_1400_U_Labyrinthulomycetes_LAB14_X_sp;micro-oxic, marine, water;Caribbean Sea, Cariaco Basin;micro-oxic water column sample;micro-oxic water column sample, Cariaco Basin, Caribbean Sea;Atlantic Ocean;NA;oceanic;water;Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness
836;GU823652_1_1404_U_Labyrinthulomycetes_LAB4_X_sp;S;431;GU823652_1_1404_U_Labyrinthulomycetes_LAB4_X_sp;NA;NA;NA;micro-oxic water column sample, Cariaco Basin, Caribbean Sea;Atlantic Ocean;NA;oceanic;water;Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness
837;GU823664_1_1211_U_Labyrinthulomycetes_LAB14_X_sp;S;577;GU823664_1_1211_U_Labyrinthulomycetes_LAB14_X_sp;micro-oxic, marine, water;Caribbean Sea, Cariaco Basin;micro-oxic water column sample;micro-oxic water column sample, Cariaco Basin, Caribbean Sea;Atlantic Ocean;NA;oceanic;water;Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness
838;GU823667_1_1209_U_Labyrinthulomycetes_LAB14_X_sp;S;580;GU823667_1_1209_U_Labyrinthulomycetes_LAB14_X_sp;micro-oxic, marine, water;Caribbean Sea, Cariaco Basin;micro-oxic water column sample;micro-oxic water column sample, Cariaco Basin, Caribbean Sea;Atlantic Ocean;NA;oceanic;water;Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness
839;GU823679_1_1249_U_Amphitraemidae_LAB20_sp;H;407;GU823043_1_1439_U_Amphitraemidae_LAB20_sp;NA;NA;NA;anoxic water column sample, Cariaco Basin, Caribbean Sea;Atlantic Ocean;NA;oceanic;water;Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness
840;GU823684_1_1248_U_Amphitraemidae_LAB20_sp;H;407;GU823043_1_1439_U_Amphitraemidae_LAB20_sp;NA;NA;NA;micro-oxic water column sample, Cariaco Basin, Caribbean Sea;Atlantic Ocean;NA;oceanic;water;Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness
841;GU823716_1_1209_U_Labyrinthulomycetes_LAB14_X_sp;H;438;GU824035_1_1400_U_Labyrinthulomycetes_LAB14_X_sp;marine, water;Caribbean Sea, Cariaco Basin;oxygenated water column sample;oxygenated water column sample, Cariaco Basin, Caribbean Sea;Atlantic Ocean;NA;oceanic;water;Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness
842;GU823855_1_1074_U_Labyrinthulomycetes_LAB15_X_sp;H;38;KJ762709_1_1801_U_Labyrinthulomycetes_LAB15_X_sp;NA;NA;NA;oxygenated water column sample, Cariaco Basin, Caribbean Sea;Atlantic Ocean;NA;oceanic;water;Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness
843;GU823939_1_1076_U_Labyrinthulomycetes_LAB15_X_sp;S;619;GU823939_1_1076_U_Labyrinthulomycetes_LAB15_X_sp;anoxic, marine, water;Caribbean Sea, Cariaco Basin;anoxic water column sample;anoxic water column sample, Cariaco Basin, Caribbean Sea;Atlantic Ocean;NA;oceanic;water;Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness
844;GU824035_1_1400_U_Labyrinthulomycetes_LAB14_X_sp;S;438;GU824035_1_1400_U_Labyrinthulomycetes_LAB14_X_sp;anoxic, marine, water;Caribbean Sea, Cariaco Basin;anoxic water column sample;anoxic water column sample, Cariaco Basin, Caribbean Sea;Atlantic Ocean;NA;oceanic;water;Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness
845;GU824039_1_1074_U_Labyrinthulomycetes_LAB15_X_sp;H;38;KJ762709_1_1801_U_Labyrinthulomycetes_LAB15_X_sp;NA;NA;NA;micro-oxic water column sample, Cariaco Basin, Caribbean Sea;Atlantic Ocean;NA;oceanic;water;Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness
846;GU824043_1_1074_U_Labyrinthulomycetes_LAB15_X_sp;H;38;KJ762709_1_1801_U_Labyrinthulomycetes_LAB15_X_sp;NA;NA;NA;oxygenated water column sample, Cariaco Basin, Caribbean Sea;Atlantic Ocean;NA;oceanic;water;Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness
847;GU824170_1_1233_U_Amphitraemidae_LAB20_sp;S;542;GU824170_1_1233_U_Amphitraemidae_LAB20_sp;NA;NA;NA;anoxic water column sample, Cariaco Basin, Caribbean Sea;Atlantic Ocean;NA;oceanic;water;Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness
848;GU824404_1_1074_U_Labyrinthulomycetes_LAB15_X_sp;H;38;KJ762709_1_1801_U_Labyrinthulomycetes_LAB15_X_sp;NA;NA;NA;oxygenated water column sample, Cariaco Basin, Caribbean Sea;Atlantic Ocean;NA;oceanic;water;Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness
849;GU824411_1_1206_U_Labyrinthulomycetes_LAB15_X_sp;S;583;GU824411_1_1206_U_Labyrinthulomycetes_LAB15_X_sp;NA;NA;NA;anoxic water column sample, Cariaco Basin, Caribbean Sea;Atlantic Ocean;NA;oceanic;water;Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness
850;GU824646_1_1194_U_Thraustochytriaceae_LAB17_sp;H;581;asv_393_14247_Thraustochytriaceae_LAB17_sp_89;NA;NA;NA;micro-oxic water column sample, Cariaco Basin, Caribbean Sea;Atlantic Ocean;NA;oceanic;water;Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness
851;GU824760_1_1206_U_Labyrinthulomycetes_LAB15_X_sp;H;108;AY665006_1_1761_U_Labyrinthulomycetes_LAB15_X_sp;NA;NA;NA;oxygenated water column sample, Cariaco Basin, Caribbean Sea;Atlantic Ocean;NA;oceanic;water;Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness
852;GU824784_1_1079_U_Labyrinthulomycetes_LAB15_X_sp;S;614;GU824784_1_1079_U_Labyrinthulomycetes_LAB15_X_sp;NA;NA;NA;oxygenated water column sample, Cariaco Basin, Caribbean Sea;Atlantic Ocean;NA;oceanic;water;Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness
853;GU824863_1_1074_U_Labyrinthulomycetes_LAB15_X_sp;H;38;KJ762709_1_1801_U_Labyrinthulomycetes_LAB15_X_sp;NA;NA;NA;anoxic water column sample, Cariaco Basin, Caribbean Sea;Atlantic Ocean;NA;oceanic;water;Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness
854;GU824936_1_1399_U_Labyrinthulomycetes_LAB15_X_sp;S;440;GU824936_1_1399_U_Labyrinthulomycetes_LAB15_X_sp;NA;NA;NA;anoxic water column sample, Cariaco Basin, Caribbean Sea;Atlantic Ocean;NA;oceanic;water;Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness
855;GU824965_1_1209_U_Labyrinthulomycetes_LAB14_X_sp;H;438;GU824035_1_1400_U_Labyrinthulomycetes_LAB14_X_sp;micro-oxic, marine, water;Caribbean Sea, Cariaco Basin;micro-oxic water column sample;micro-oxic water column sample, Cariaco Basin, Caribbean Sea;Atlantic Ocean;NA;oceanic;water;Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness
856;GU825008_1_1207_U_Labyrinthulomycetes_LAB15_X_sp;H;108;AY665006_1_1761_U_Labyrinthulomycetes_LAB15_X_sp;NA;NA;NA;anoxic water column sample, Cariaco Basin, Caribbean Sea;Atlantic Ocean;NA;oceanic;water;Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness
857;GU825082_1_1413_U_Thraustochytriaceae_HK10_sp;S;425;GU825082_1_1413_U_Thraustochytriaceae_HK10_sp;NA;NA;NA;anoxic water column sample, Cariaco Basin, Caribbean Sea;Atlantic Ocean;NA;oceanic;water;Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness
858;GU825121_1_1209_U_Labyrinthulomycetes_LAB14_X_sp;H;438;GU824035_1_1400_U_Labyrinthulomycetes_LAB14_X_sp;micro-oxic, marine, water;Caribbean Sea, Cariaco Basin;micro-oxic water column sample;micro-oxic water column sample, Cariaco Basin, Caribbean Sea;Atlantic Ocean;NA;oceanic;water;Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness
859;GU825303_1_1074_U_Labyrinthulomycetes_LAB15_X_sp;H;38;KJ762709_1_1801_U_Labyrinthulomycetes_LAB15_X_sp;NA;NA;NA;micro-oxic water column sample, Cariaco Basin, Caribbean Sea;Atlantic Ocean;NA;oceanic;water;Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness
860;GU825382_1_1207_U_Labyrinthulomycetes_LAB15_X_sp;H;108;AY665006_1_1761_U_Labyrinthulomycetes_LAB15_X_sp;NA;NA;NA;oxygenated water column sample, Cariaco Basin, Caribbean Sea;Atlantic Ocean;NA;oceanic;water;Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness
861;GU825556_1_1074_U_Labyrinthulomycetes_LAB15_X_sp;H;38;KJ762709_1_1801_U_Labyrinthulomycetes_LAB15_X_sp;NA;NA;NA;anoxic water column sample, Cariaco Basin, Caribbean Sea;Atlantic Ocean;NA;oceanic;water;Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness
862;GU825619_1_1074_U_Labyrinthulomycetes_LAB15_X_sp;H;38;KJ762709_1_1801_U_Labyrinthulomycetes_LAB15_X_sp;NA;NA;NA;anoxic water column sample, Cariaco Basin, Caribbean Sea;Atlantic Ocean;NA;oceanic;water;Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness
863;GU825642_1_1206_U_Labyrinthulomycetes_LAB15_X_sp;H;108;AY665006_1_1761_U_Labyrinthulomycetes_LAB15_X_sp;NA;NA;NA;anoxic water column sample, Cariaco Basin, Caribbean Sea;Atlantic Ocean;NA;oceanic;water;Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness
864;GU825677_1_1192_U_Thraustochytriaceae_LAB17_sp;H;581;asv_393_14247_Thraustochytriaceae_LAB17_sp_89;NA;NA;NA;oxygenated water column sample, Cariaco Basin, Caribbean Sea;Atlantic Ocean;NA;oceanic;water;Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness
865;GU825695_1_1206_U_Labyrinthulomycetes_LAB15_X_sp;H;108;AY665006_1_1761_U_Labyrinthulomycetes_LAB15_X_sp;NA;NA;NA;anoxic water column sample, Cariaco Basin, Caribbean Sea;Atlantic Ocean;NA;oceanic;water;Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness
866;GU918261_1_515_U_Amphifilaceae_X_sp;H;954;GU920082_1_524_U_Amphifilaceae_X_sp;freshwater;NA;activated sludge;activated sludge;NA;NA;freshwater lake;sludge;Microbial diversity analysis using pyrosequencing of small-subunit ribosomal RNA without PCR amplification
867;GU918930_1_542_U_Amphifilaceae_X_sp;S;934;GU918930_1_542_U_Amphifilaceae_X_sp;freshwater;NA;activated sludge;activated sludge;NA;NA;freshwater lake;sludge;Microbial diversity analysis using pyrosequencing of small-subunit ribosomal RNA without PCR amplification
868;GU919334_1_508_U_Amphifilaceae_X_sp;S;981;GU919334_1_508_U_Amphifilaceae_X_sp;freshwater;NA;activated sludge;activated sludge;NA;NA;freshwater lake;sludge;Microbial diversity analysis using pyrosequencing of small-subunit ribosomal RNA without PCR amplification
869;GU920082_1_524_U_Amphifilaceae_X_sp;S;954;GU920082_1_524_U_Amphifilaceae_X_sp;freshwater;NA;activated sludge;activated sludge;NA;NA;freshwater lake;sludge;Microbial diversity analysis using pyrosequencing of small-subunit ribosomal RNA without PCR amplification
870;GU922746_1_509_U_Amphifilaceae_X_sp;S;980;GU922746_1_509_U_Amphifilaceae_X_sp;freshwater;NA;activated sludge;activated sludge;NA;NA;freshwater lake;sludge;Microbial diversity analysis using pyrosequencing of small-subunit ribosomal RNA without PCR amplification
871;GU922821_1_536_U_Amphifilaceae_X_sp;S;940;GU922821_1_536_U_Amphifilaceae_X_sp;freshwater;NA;activated sludge;activated sludge;NA;NA;freshwater lake;sludge;Microbial diversity analysis using pyrosequencing of small-subunit ribosomal RNA without PCR amplification
872;GU923337_1_533_U_Amphitrema_sp;S;942;GU923337_1_533_U_Amphitrema_sp;freshwater;NA;activated sludge;activated sludge;NA;NA;freshwater lake;sludge;Microbial diversity analysis using pyrosequencing of small-subunit ribosomal RNA without PCR amplification
873;GU933119_1_1248_U_Schizochytrium_aggregatum;S;530;GU933119_1_1248_U_Schizochytrium_aggregatum;NA;NA;NA;NA;NA;NA;;;Microbial lipids: effect of the carbon source and other conditions on docosahexaenoic acid production by native thraustochytrid strains
874;GU933120_1_1649_U_Thraustochytrium_aureum;S;273;GU933120_1_1649_U_Thraustochytrium_aureum;NA;NA;NA;NA;NA;NA;;;Microbial lipids: effect of the carbon source and other conditions on docosahexaenoic acid production by native thraustochytrid strains
875;GU969088_1_907_U_Thraustochytriaceae_SEK690_sp;S;650;GU969088_1_907_U_Thraustochytriaceae_SEK690_sp;NA;NA;NA;ice-covered lake;NA;NA;freshwater lake;water;Protist diversity in a permanently ice-covered Antarctic Lake during the polar night transition
876;GX334534_12_1786_U_Schizochytrium_sp;H;40;MH319329_1_1799_U_Aurantiochytrium_acetophilum;NA;NA;NA;NA;NA;NA;NA;;NA
877;GX334534_1_1787_U_Aurantiochytrium_limacinum;H;40;MH319329_1_1799_U_Aurantiochytrium_acetophilum;NA;NA;NA;NA;NA;NA;NA;;NA
878;GY014555_12_1786_U_Schizochytrium_sp;H;40;MH319329_1_1799_U_Aurantiochytrium_acetophilum;NA;NA;NA;NA;NA;NA;NA;;NA
